dataset,field_id,type,description,coverage,alphaCount,userCount,score
socialmedia12,snt_buzz_bfl_fast_d1,MATRIX,"Negative relative sentiment volume measure for current day, with missing values filled as 1",0.9998,174,151,176.7472623434665
pv13,pv13_ustomergraphrank_auth_rank,MATRIX,the HITS authority score of customers,0.7906,741,535,176.57416323702782
analyst4,ebit_reported_value,MATRIX,Earnings Before Interest & Taxes - actual value for the quarter,0.9483,261,182,176.56087580181804
pv1,sedol,SYMBOL,Sedol,1.0,185,124,176.3990354236435
news12,news_curr_vol,MATRIX,Current day's session volume,0.7769,911,438,176.26889696611917
analyst4,pretax_income_standalone_value,MATRIX,Pretax Profit - actual value for the quarter,0.9431,241,211,175.98230863492694
analyst4,dividend_min_guidance_value,MATRIX,Minimum guidance value for Dividend per share on an annual basis,1.0,167,138,175.91200945968606
analyst4,anl4_dez1basicqfv4v104_est,VECTOR,Estimation value,0.7891,680,564,175.8297517172273
analyst4,anl4_basicconltv110_pu,VECTOR,The number of upper estimations,0.7004,1262,926,175.6122190513342
analyst4,anl4_cfo_median,MATRIX,Cash Flow From Operations - median of estimations,0.6232,2489,1091,175.49921067611177
news12,news_close_vol,MATRIX,Main session close volume,0.6909,1752,562,175.44723698991078
pv13,pv13_hierarchy_min2_focused_only_sector,GROUP,grouping fields,0.7036,1310,739,175.17870576862808
analyst4,anl4_qfv4_dts_spe,MATRIX,Earnings per share - standard deviation of estimations,0.7237,1056,734,175.00125235476656
analyst4,basic_shares_max_guidance_qtr,MATRIX,The maximum guidance value for Basic Shares.,1.0,152,135,174.8676536426046
analyst4,earnings_per_share_reported_value,MATRIX,Reported Earnings Per Share - Actual Value,0.9902,168,131,174.7329967621626
analyst4,anl4_cfo_high,MATRIX,Cash Flow From Operations - The highest value among forecasts,0.6232,2278,1114,174.71796871192794
pv13,pv13_new_5l_scibr,GROUP,grouping fields,0.9896,169,128,174.617046392311
analyst4,anl4_ady_numest,VECTOR,The number of forecasts counted in aggregation,0.7196,1024,754,174.41806766197024
analyst4,net_income_total_2,MATRIX,Net profit- announced financial value for annual data,0.9728,177,152,174.250025109883
news12,nws12_mainz_short_interest,VECTOR,Total number of shares sold short divided by total number of shares outstanding,0.8632,374,300,174.1248115834485
analyst4,anl4_netprofit_mean,MATRIX,Net profit - mean of estimations,0.7667,736,528,174.0508210811849
news12,news_mins_1_pct_dn,MATRIX,Number of minutes before the price decreased by at least 1 percent after the news release,0.8309,598,219,174.01075371291628
news12,news_open,MATRIX,Price at the session open,0.7145,1127,600,173.7249889932561
socialmedia8,snt_social_volume_fast_d1,MATRIX,Normalized tweet volume,0.9998,143,121,173.6982382194263
analyst4,anl4_bvps_low,MATRIX,"Book value - the lowest estimation, per share",0.6499,1608,1066,173.6867127264326
analyst4,anl4_qfd1_az_hgih_spe,MATRIX,Earnings per share - The highest estimation,0.7848,719,348,173.54787173111313
analyst4,anl4_epsr_mean,MATRIX,GAAP Earnings per share - mean of estimations,0.7153,1133,560,173.51366937049045
analyst4,anl4_cuo1conqfv110_item,VECTOR,Financial item,0.6979,1091,855,173.5090134437572
analyst4,est_bookvalue_ps,MATRIX,Book value per share - average of estimations,0.6751,1497,696,173.36278869457425
analyst4,anl4_netprofita_median,MATRIX,Adjusted net income - median of estimations,0.7511,759,583,173.2926892469449
analyst4,anl4_adxqfv110_down,VECTOR,Number of lower estimations,0.6979,1036,889,173.1869793959262
pv13,pv13_new_4l_scibr,GROUP,grouping fields,0.9896,152,114,172.98903985574063
pv13,pv13_hierarchy_min51_f1_sector,GROUP,grouping fields,0.9989,137,111,172.7550312080475
news12,nws12_mainz_4s,VECTOR,Number of minutes that elapsed before price went down 4 percentage points,0.9741,172,113,172.62390818695027
socialmedia8,snt_social_value_fast_d1,MATRIX,Z-score of sentiment,0.9998,140,101,172.59246297020303
news12,news_dividend_yield,MATRIX,Reported annual dividend yield percentage for the calendar day of the session,0.8534,406,225,172.53080685078737
analyst4,min_net_income_guidance,MATRIX,Net profit - minimum guidance value,1.0,131,111,172.42051358233917
analyst4,sales_estimate_count_2,MATRIX,Number of Sales estimates,1.0,133,106,172.34254217181865
news12,news_pct_10min,MATRIX,Percent change in price during the first 10 minutes following the news release,0.7657,713,405,172.3105954214045
analyst4,max_adjusted_eps_guidance,MATRIX,The maximum guidance value for adjusted earnings per share.,1.0,130,110,172.29962423857316
analyst4,sales_estimate_maximum,MATRIX,Sales - The highest estimation,1.0,134,102,172.22639272553246
pv13,pv13_hierarchy_sector,GROUP,grouping fields,1.0,132,104,172.17329303300517
news12,nws12_prez_short_interest,VECTOR,Total number of shares sold short divided by total number of shares outstanding,0.8116,471,354,172.09037880323262
analyst4,sales_estimate_average,MATRIX,Sales - mean of estimations with a delay of 1 quarter,1.0,139,90,171.9707217586773
analyst4,eps_max_guidance_quarterly,MATRIX,The maximum guidance value for Earnings Per Share.,1.0,126,107,171.852527000207
analyst4,tangible_book_value_per_share_max_guidance,MATRIX,Tangible Book Value per Share - Maximum guidance value,1.0,141,84,171.7715268584642
news12,nws12_mainz_01s,VECTOR,Number of minutes that elapsed before price went down 10 percentage points,0.9741,161,105,171.60315882288418
analyst4,anl4_qf_az_hgih_spe,MATRIX,Earnings per share - The highest estimation,0.7848,583,344,171.39673191343908
analyst4,shares_outstanding_max_guidance,MATRIX,Maximum guidance value for Shares,1.0,119,108,171.33165683896618
pv13,pv13_new_2l_scibr,GROUP,grouping fields,0.9896,128,110,171.10577505017838
news12,nws12_mainz_02p,VECTOR,The minimum of L or S above for 20-minute bucket,0.9741,174,80,171.03010551259734
analyst4,max_reported_pretax_income_guidance_2,MATRIX,Reported Pretax income- maximum guidance value,1.0,117,102,170.88049118580483
news12,nws12_mainz_3l,VECTOR,Number of minutes that elapsed before price went up 3 percentage points,0.9741,153,99,170.8053769540767
news12,nws12_mainz_4l,VECTOR,Number of minutes that elapsed before price went up 4 percentage points,0.9741,159,90,170.71603568492253
analyst4,anl4_qf_az_eps,MATRIX,"EPS - aggregation on estimations, 50th percentile",0.7848,559,324,170.67849374894064
analyst4,anl4_qfv4_eps_mean,MATRIX,Earnings per share - mean of estimations,1.0,120,93,170.67437936731744
analyst4,anl4_basicconafv110_numest,VECTOR,The number of forecasts counted in aggregation,0.7343,707,551,170.62218116832264
analyst4,anl4_gric_low,MATRIX,Gross income - The lowest estimation,0.6026,2004,955,170.60778296266372
analyst4,anl4_ptp_mean,MATRIX,Pretax income - mean of estimations,0.7327,807,434,170.59235074065438
analyst4,dividend_max_guidance_quarterly,MATRIX,Maximum guidance value for Dividend per share,1.0,114,101,170.57418535005388
analyst4,min_stock_option_expense_guidance,MATRIX,Stock option expense - minimum guidance value,1.0,114,101,170.57418535005388
news12,nws12_afterhsz_1l,VECTOR,Number of minutes that elapsed before price went up 1 percentage points,0.707,922,521,170.26463028444172
news12,nws12_afterhsz_01l,VECTOR,Number of minutes that elapsed before price went up 10 percentage points,0.707,874,570,170.17918491185625
analyst4,max_total_assets_guidance_2,MATRIX,The maximum guidance value for Total Assets,1.0,110,100,170.17090459732964
analyst4,anl4_netprofit_high,MATRIX,Net Profit - The highest estimation,0.7667,577,374,169.90036881657582
news12,nws12_afterhsz_result1,VECTOR,Percent change between the price at the time of the news release to the price at the close of the session,0.707,980,420,169.79888876406554
analyst4,anl4_capex_number,MATRIX,Capital Expenditures - number of estimations,0.6173,1394,1199,169.5868811214351
analyst4,anl4_ptp_median,MATRIX,Pretax income - median of estimations,0.7327,735,426,169.56622125343188
news12,nws12_mainz_eodclose,VECTOR,Close price of the session,0.9733,138,92,169.3377367970732
pv13,pv13_hierarchys32_sector,GROUP,grouping fields,1.0,106,91,169.33723122986424
analyst4,earnings_per_share_standard_deviation,MATRIX,Earnings per share - standard deviation of estimations,0.7237,679,531,168.97414542840974
analyst4,anl4_qf_az_wol_spe,MATRIX,Earnings per share - The lowest estimation,0.7848,506,276,168.88519756684855
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptp_number,MATRIX,Pre-tax income number of contributing estimates,0.9083,184,171,168.77103063485052
analyst4,sales_estimate_median_quarterly,MATRIX,Sales - median of estimations,1.0,114,70,168.76272066883908
analyst4,anl4_qfd1_azeps,MATRIX,"EPS - aggregation on estimations, 50th percentile",0.7848,504,271,168.7545946242336
news12,nws12_afterhsz_result_vs_index,VECTOR,((EODClose - TONLast) / TONLast) - ((SPYClose - SPYLast) / SPYLast),0.707,845,458,168.75044464636497
analyst4,sales_estimate_average_quarterly,MATRIX,Sales - mean of estimations,1.0,112,68,168.4444107101097
news12,nws12_afterhsz_result2,VECTOR,Percent change between the price at the time of the news release to the price at the close of the session,0.707,904,371,168.373818708365
news12,nws12_mainz_opengap,VECTOR,(DayOpen - PrevClose) / PrevClose,0.9741,125,90,168.32711660209904
pv13,pv13_hierarchy23_513_sector,GROUP,grouping fields,0.9933,106,84,168.27154462707065
analyst4,anl4_bac1detailafv110_item,VECTOR,Financial item,0.7154,657,566,168.13384583189193
analyst4,anl4_qfv4_eps_high,MATRIX,Earnings per share - The highest estimation,1.0,118,56,168.00649127028805
analyst4,earnings_per_share_median_value,MATRIX,Earnings per share - median of estimations,1.0,100,77,167.9347493018605
analyst4,anl4_totassets_high,MATRIX,Total Assets - The highest estimation,0.7213,708,411,167.8736720120689
news12,nws12_mainz_lowexcstddev,VECTOR,"(TONLast - EODLow)/StdDev, where StdDev is one standard deviation for the close price for 30 calendar days",0.9691,153,60,167.83389534500284
analyst4,max_net_income_guidance,MATRIX,The maximum guidance value for net profit.,1.0,97,79,167.75980796007514
analyst4,max_tangible_book_value_per_share_guidance,MATRIX,Tangible Book Value per Share - maximum guidance value,1.0,93,85,167.70468430396758
pv13,pv13_new_3l_scibr,GROUP,grouping fields,0.9896,102,87,167.6939739546874
analyst4,anl4_totassets_value,MATRIX,Total Assets - actual value,0.6486,1308,497,167.68318804422228
news12,nws12_mainz_rangestddev,VECTOR,"(RangeAmt-AvgRange)/RangeStdDev, where AvgRange is the average of the daily range, and RangeStdDev is one standard deviation for the daily range, both for 30 calendar days",0.9691,132,78,167.66073054455265
analyst4,sales_estimate_stddev_quarterly,MATRIX,Standard deviation of Sales estimations,0.7259,679,390,167.65446578162835
analyst4,anl4_baz1v110_person,VECTOR,Broker Id,0.7154,636,537,167.54698935653056
analyst4,operating_profit_before_interest_tax,MATRIX,Earnings Before Interest and Taxes (EBIT) - Actual Value,0.9274,159,120,167.47069088032197
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_number,MATRIX,Number of Earnings Per Share estimates,0.9844,103,90,167.438206523998
analyst4,anl4_qfd1_az_wol_spe,MATRIX,Earnings per share - The lowest estimation,0.7848,446,265,167.42306749004416
pv13,pv13_hierarchy_f4_sector,GROUP,grouping fields,1.0,93,79,167.34308099606946
analyst4,guidance_reporting_currency,MATRIX,Pricing Currency where the security trades - Annual,1.0,91,82,167.31208880947338
analyst4,estimate_value_currency_code_detail_qtr,VECTOR,Home currency of instrument,0.964,117,102,167.28049118580483
analyst4,pretax_income_max_guidance_qtr,MATRIX,The maximum guidance value for Pretax income.,1.0,89,85,167.2698331845702
analyst4,dividend_min_guidance_quarterly,MATRIX,Minimum guidance value for Dividend per share,1.0,89,85,167.2698331845702
analyst4,max_free_cashflow_guidance,MATRIX,The maximum guidance value for Free Cash Flow.,1.0,91,80,167.1901315438526
analyst4,est_ebitda,MATRIX,"Earnings before interest, taxes, depreciation, and amortization - mean of estimations",0.6046,1943,492,167.1875757204173
analyst4,anl4_bvps_high,MATRIX,"Book value - the highest estimation, per share",0.6499,1142,572,167.15854522152182
analyst4,min_tangible_book_value_per_share_guidance_2,MATRIX,Tangible Book Value per Share - Minimum guidance value,1.0,89,82,167.09229974228563
analyst4,sales_estimate_average_annual,MATRIX,Sales - mean of estimations,1.0,96,69,166.98958599528063
analyst4,pretax_income_reported_min_guidance,MATRIX,Reported Pretax income - minimum guidance value,1.0,91,75,166.87155247192206
analyst4,anl4_qfv4_median_eps,MATRIX,Earnings per share - median of estimations,1.0,93,71,166.81627841778032
analyst4,anl4_gric_number,MATRIX,Gross income - number of estimations,0.6026,1329,996,166.7130960619672
analyst4,net_debt_min_guidance_qtr,MATRIX,Minimum guidance value for Net Debt,1.0,88,77,166.66990783076935
news12,nws12_mainz_57p,VECTOR,The minimum of L or S above for 7.5-minute bucket,0.9741,104,93,166.66607741292523
pv13,pv13_hierarchy_min54_3000_sector,GROUP,grouping fields,1.0,88,75,166.54003039875306
news12,news_pre_vwap,MATRIX,Pre-session volume-weighted average price,0.8289,308,191,166.51088962911638
analyst4,min_ebit_guidance,MATRIX,Minimum guidance value for Earnings Before Interest and Taxes (EBIT),1.0,86,78,166.50632044888096
analyst4,anl4_ebit_mean,MATRIX,Earnings before interest and taxes - mean of estimations,0.7097,714,380,166.4068223025736
analyst4,max_total_assets_guidance,MATRIX,The maximum guidance value for Total Assets.,1.0,83,82,166.4023710274161
analyst4,anl4_bvps_mean,MATRIX,Book value per share - average of estimations,0.6499,1098,515,166.24209337144404
socialmedia12,scl12_alltype_sentvec,VECTOR,sentiment,0.9525,141,69,166.0507467862594
analyst4,est_grossincome,MATRIX,Gross income - Mean of estimations,0.6246,1374,525,166.04859616469528
pv13,pv13_hierarchy_min5_f3g2_sector,GROUP,grouping fields,1.0,86,71,166.04241178162613
analyst4,max_free_cashflow_per_share_guidance,MATRIX,The maximum guidance value for free cash flow per share.,1.0,83,76,166.02719509770154
analyst4,net_profit_adjusted_value,MATRIX,Adjusted net income- announced financial value,0.9312,146,97,165.9491632611402
news12,nws12_mainz_3p,VECTOR,The minimum of L or S above for 3-minute bucket,0.9741,101,85,165.93146461411024
pv13,pv13_hierarchy2_513_sector,GROUP,grouping fields,0.9933,86,79,165.89921435991525
analyst4,cash_flow_financing_max_guidance,MATRIX,Cash Flow From Financing - Maximum guidance value provided annually,1.0,83,74,165.89560855611467
analyst4,estimate_value_currency_code_qtr,VECTOR,Home currency of instrument,1.0,84,71,165.80984315998344
news12,nws12_mainz_tonlast,VECTOR,Price at the time of news,0.9733,118,61,165.75690685634078
analyst4,sales_estimate_standard_deviation,MATRIX,Sales - standard deviation of estimations,0.7259,574,373,165.75497939504615
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_currency,MATRIX,Home currency of the instrument,1.0,83,71,165.6914985835134
analyst4,anl4_cfo_number,MATRIX,Cash Flow From Operations - number of estimations,0.6232,1067,833,165.68659720699517
pv13,pv13_hierarchy_min51_f4_sector,GROUP,grouping fields,1.0,84,69,165.66898877514996
pv13,pv13_hierarchy_min52_sector,GROUP,grouping fields,1.0,82,72,165.64070328370792
