dataset,field_id,type,description,coverage,alphaCount,userCount
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcf_median,MATRIX,Median of analyst forecasts for annual free cash flow,0.6984,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcf_number,MATRIX,Number of analyst estimates for annual free cash flow,0.6984,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcf_std,MATRIX,Standard deviation of analyst estimates for annual free cash flow,0.3575,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcfps_high,MATRIX,Highest analyst forecast for annual free cash flow per share,0.5224,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcfps_low,MATRIX,Lowest analyst forecast for annual free cash flow per share,0.5224,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcfps_mean,MATRIX,Mean of analyst estimates for annual free cash flow per share,0.5224,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcfps_median,MATRIX,Median of analyst forecasts for annual free cash flow per share,0.5224,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcfps_number,MATRIX,Number of analyst estimates for annual free cash flow per share,0.5224,7,6
analyst4,anl4_fs_detail_estimates_advanced_af_nd_grossincome_high,MATRIX,Highest analyst annual estimate for Gross Income,0.7442,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_grossincome_low,MATRIX,Lowest analyst annual estimate for Gross Income,0.7442,8,8
analyst4,anl4_fs_detail_estimates_advanced_af_nd_grossincome_mean,MATRIX,Consensus mean of analyst annual estimates for Gross Income,0.7442,8,3
analyst4,anl4_fs_detail_estimates_advanced_af_nd_grossincome_median,MATRIX,Median of analyst annual estimates for Gross Income,0.7442,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_grossincome_number,MATRIX,Number of contributing analyst annual estimates for Gross Income,0.7442,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_grossincome_std,MATRIX,Standard deviation of analyst annual estimates for Gross Income,0.4513,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netdebt_high,MATRIX,Highest analyst annual estimate for Net Debt,0.6041,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netdebt_low,MATRIX,Lowest analyst annual estimate for Net Debt,0.6041,4,3
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netdebt_mean,MATRIX,Consensus mean of analyst annual estimates for Net Debt,0.6041,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netdebt_median,MATRIX,Median of analyst annual estimates for Net Debt,0.6041,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netdebt_number,MATRIX,Number of contributing analyst annual estimates for Net Debt,0.6041,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofit_high,MATRIX,"Net Profit, highest estimate",0.9588,4,3
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofit_low,MATRIX,"Net Profit, lowest estimate",0.9588,6,4
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean,MATRIX,"Net Profit, mean estimate",0.9588,21,11
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofit_median,MATRIX,"Net Profit, median estimate",0.9588,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofit_number,MATRIX,"Net Profit, number of estimates",0.9588,37,32
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofit_std,MATRIX,"Net Profit, standard deviation of estimates",0.6637,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofita_high,MATRIX,"Net Profit Attributable, highest estimate",0.901,4,3
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofita_low,MATRIX,"Net Profit Attributable, lowest estimate",0.901,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofita_mean,MATRIX,"Net Profit Attributable, mean estimate",0.901,4,3
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofita_median,MATRIX,"Net Profit Attributable, median estimate",0.901,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofita_number,MATRIX,"Net Profit Attributable, number of estimates",0.901,16,15
analyst4,anl4_fs_detail_estimates_advanced_af_nd_netprofita_std,MATRIX,"Net Profit Attributable, standard deviation of estimates",0.5569,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptp_high,MATRIX,"Pretax income, highest analyst estimate",0.9355,14,7
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptp_low,MATRIX,"Pretax income, lowest analyst estimate",0.9355,70,57
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptp_mean,MATRIX,"Pretax income, mean of analyst estimates",0.9355,19,11
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptp_median,MATRIX,"Pretax income, median of analyst estimates",0.9355,3,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptp_number,MATRIX,"Pretax income, number of analyst estimates",0.9355,16,13
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptp_std,MATRIX,"Pretax income, standard deviation of analyst estimates",0.6338,4,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptpr_high,MATRIX,Highest analyst estimate for annual reported pretax income,0.5126,7,7
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptpr_low,MATRIX,Lowest analyst estimate for annual reported pretax income,0.5126,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptpr_mean,MATRIX,Consensus mean of analysts’ annual reported pretax income forecasts,0.5126,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptpr_median,MATRIX,Median of analysts’ annual reported pretax income forecasts,0.5126,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ptpr_number,MATRIX,Number of contributing analyst estimates for annual reported pretax income,0.5126,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_rd_exp_high,MATRIX,Highest individual analyst estimate for Research and Development expense for the annual forecast period,0.3936,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_rd_exp_low,MATRIX,Lowest individual analyst estimate for Research and Development expense for the annual forecast period,0.3936,16,15
analyst4,anl4_fs_detail_estimates_advanced_af_nd_rd_exp_mean,MATRIX,Mean of analyst estimates for Research and Development expense for the annual forecast period,0.3936,3,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_rd_exp_median,MATRIX,Median of analyst estimates for Research and Development expense for the annual forecast period,0.3936,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_rd_exp_number,MATRIX,Number of contributing analyst estimates for Research and Development expense for the annual forecast period,0.3936,10,10
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sga_high,MATRIX,"Highest individual analyst estimate for Selling, General and Administrative expenses for the annual forecast period",0.6144,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sga_low,MATRIX,"Lowest individual analyst estimate for Selling, General and Administrative expenses for the annual forecast period",0.6144,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sga_mean,MATRIX,"Mean of analyst estimates for Selling, General and Administrative expenses for the annual forecast period",0.6144,2,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sga_median,MATRIX,"Median of analyst estimates for Selling, General and Administrative expenses for the annual forecast period",0.6144,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sga_number,MATRIX,"Number of contributing analyst estimates for Selling, General and Administrative expenses for the annual forecast period",0.6144,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sh_equity_high,MATRIX,Highest analyst annual estimate for Shareholders' Equity,0.8724,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sh_equity_low,MATRIX,Lowest analyst annual estimate for Shareholders' Equity,0.8724,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sh_equity_mean,MATRIX,Consensus mean of analyst annual estimates for Shareholders' Equity,0.8724,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sh_equity_median,MATRIX,Median of analyst annual estimates for Shareholders' Equity,0.8724,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sh_equity_number,MATRIX,Number of contributing analyst annual estimates for Shareholders' Equity,0.8724,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_sh_equity_std,MATRIX,Standard deviation of analyst annual estimates for Shareholders' Equity,0.4848,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_tbvps_high,MATRIX,Highest analyst estimate of tangible book value per share for the annual period,0.264,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_tbvps_low,MATRIX,Lowest analyst estimate of tangible book value per share for the annual period,0.264,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_tbvps_mean,MATRIX,Mean of analyst estimates of tangible book value per share for the annual period,0.264,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_tbvps_median,MATRIX,Median of analyst estimates of tangible book value per share for the annual period,0.264,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_tbvps_number,MATRIX,Number of analyst estimates of tangible book value per share for the annual period,0.264,156,148
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totassets_high,MATRIX,Highest individual analyst estimate for Total Assets for the annual forecast period,0.8504,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totassets_low,MATRIX,Lowest individual analyst estimate for Total Assets for the annual forecast period,0.8504,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totassets_mean,MATRIX,Mean of analyst estimates for Total Assets for the annual forecast period,0.8504,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totassets_median,MATRIX,Median of analyst estimates for Total Assets for the annual forecast period,0.8504,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totassets_number,MATRIX,Number of contributing analyst estimates for Total Assets for the annual forecast period,0.8504,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totassets_std,MATRIX,Standard deviation of analyst estimates for Total Assets for the annual forecast period,0.4564,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totgw_high,MATRIX,Highest analyst estimate for Total Goodwill for the annual forecast period,0.5736,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totgw_low,MATRIX,Lowest analyst estimate for Total Goodwill for the annual forecast period,0.5736,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totgw_mean,MATRIX,Mean of analyst estimates for Total Goodwill for the annual forecast period,0.5736,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totgw_median,MATRIX,Median of analyst estimates for Total Goodwill for the annual forecast period,0.5736,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_totgw_number,MATRIX,Number of analyst estimates for Total Goodwill for the annual forecast period,0.5736,0,0
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_cfps_high,MATRIX,Cash Flow Per Share (CFPS) highest analyst estimate for the annual forecast,0.6574,0,0
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_cfps_low,MATRIX,Cash Flow Per Share (CFPS) lowest analyst estimate for the upcoming fiscal year,0.6574,1,1
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_cfps_mean,MATRIX,Cash Flow Per Share (CFPS) consensus mean of analyst estimates for the annual period,0.6574,0,0
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_cfps_median,MATRIX,Cash Flow Per Share (CFPS) median of analyst estimates for the annual period,0.6574,19,19
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_cfps_number,MATRIX,Cash Flow Per Share (CFPS) number of contributing analyst estimates for the annual period,0.6574,4,4
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_currency,MATRIX,Home currency of the instrument,1.0,83,71
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_div_high,MATRIX,Dividend per share highest analyst estimate for the annual forecast,0.8016,0,0
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_div_low,MATRIX,Dividend per share lowest analyst estimate for the annual forecast,0.8016,0,0
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_div_mean,MATRIX,Dividend per share consensus mean of analyst estimates for the annual period,0.8016,1,1
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_div_median,MATRIX,Dividend per share median of analyst estimates for the annual period,0.8016,0,0
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_div_number,MATRIX,Dividend per share number of contributing analyst estimates for the annual period,0.8016,0,0
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_div_std,MATRIX,Dividend per share standard deviation of analyst estimates,0.3844,0,0
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_eps_high,MATRIX,Earnings per share (EPS) highest analyst estimate for the annual period,0.9918,17,16
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_eps_low,MATRIX,Earnings per share (EPS) lowest analyst estimate for the annual period,0.9918,14,14
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_eps_mean,MATRIX,Earnings per share (EPS) consensus mean of analyst estimates for the annual period,0.9918,21,10
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_eps_median,MATRIX,Earnings per share (EPS) median of analyst estimates for the annual period,0.9918,10,8
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_eps_number,MATRIX,Earnings per share (EPS) number of contributing analyst estimates for the annual period,0.9918,8,8
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_eps_std,MATRIX,Earnings per share (EPS) standard deviation of analyst estimates,0.6729,1,1
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_sales_high,MATRIX,Sales/Revenue highest analyst estimate for the annual period,0.9917,1,1
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_sales_low,MATRIX,Sales/Revenue lowest analyst estimate for the annual period,0.9917,1,1
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_sales_mean,MATRIX,Sales/Revenue consensus mean of analyst estimates for the annual period,0.9917,3,3
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_sales_median,MATRIX,Sales/Revenue median of analyst estimates for the annual period,0.9917,1,1
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_sales_number,MATRIX,Sales/Revenue number of contributing analyst estimates for the annual period,0.9917,5,5
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_sales_std,MATRIX,Sales/Revenue standard deviation of analyst estimates,0.6614,3,3
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_high,MATRIX,Highest Cash Flow Per Share estimate (delay 1 quarter),0.3873,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_low,MATRIX,Lowest Cash Flow Per Share estimate (delay 1 quarter),0.3873,1,1
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_mean,MATRIX,Average of Cash Flow Per Share estimates (delay 1 quarter),0.3873,1,1
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_median,MATRIX,Median Cash Flow Per Share estimate,0.3873,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_cfps_number,MATRIX,Number of Cash Flow Per Share estimates (delay 1 quarter),0.3873,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_high,MATRIX,Highest Dividend per share estimate (delay 1 quarter),0.599,3,3
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_low,MATRIX,Lowest Dividend per share estimate (delay 1 quarter),0.599,9,9
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_mean,MATRIX,Average Dividend per share estimate (delay 1 quarter),0.599,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_median,MATRIX,Median Dividend per share estimate,0.599,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_number,MATRIX,Number of Dividend per share estimates (delay 1 quarter),0.599,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_div_std,MATRIX,Standard deviation of Dividend per share estimates,0.267,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_high,MATRIX,Highest Earnings Per Share estimate,0.9844,2,2
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_low,MATRIX,Lowest Earnings Per Share estimate,0.9844,1,1
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_mean,MATRIX,Mean Earnings Per Share estimate,0.9844,6,6
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_median,MATRIX,Median Earnings Per Share estimate,0.9844,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_number,MATRIX,Number of Earnings Per Share estimates,0.9844,103,90
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_std,MATRIX,Standard deviation of Earnings Per Share estimates,0.7048,88,57
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_high,MATRIX,Highest Sales estimate,0.9852,1,1
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_low,MATRIX,Lowest Sales estimate,0.9852,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_mean,MATRIX,Mean Sales estimate (delay 1 quarter),0.9852,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_median,MATRIX,Median Sales estimate,0.9852,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_number,MATRIX,Number of Sales estimates,0.9852,389,313
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_std,MATRIX,Standard deviation of Sales estimates,0.7069,22,17
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_high,MATRIX,Cash Flow Per Share - highest estimation,0.3873,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_low,MATRIX,Cash Flow Per Share - lowest estimation,0.3873,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_mean,MATRIX,Cash Flow Per Share - average of estimations,0.3873,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_median,MATRIX,Cash Flow Per Share - median of estimations,0.3873,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_cfps_number,MATRIX,Cash Flow Per Share - number of estimations,0.3873,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_div_high,MATRIX,Dividend per share - highest estimation,0.599,5,5
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_div_low,MATRIX,Dividend per share - lowest estimation,0.599,21,20
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_div_mean,MATRIX,Dividend per share - average of estimations,0.599,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_div_median,MATRIX,Dividend per share - median of estimations,0.599,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_div_number,MATRIX,Dividend per share - number of estimations,0.599,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_div_std,MATRIX,Dividend per share - standard deviation of estimations,0.267,2,2
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_eps_high,MATRIX,Earnings per share - highest estimation,0.9844,2,2
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_eps_low,MATRIX,Earnings per share - lowest estimation,0.9844,1,1
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_eps_mean,MATRIX,Earnings per share - mean of estimations,0.9844,3,3
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_eps_median,MATRIX,Earnings per share - 50th percentile (median) of estimations,0.9844,4,4
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_eps_number,MATRIX,Earnings per share - number of estimations,0.9844,75,73
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_eps_std,MATRIX,Earnings per share - standard deviation of estimations,0.7048,57,39
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_sales_high,MATRIX,Sales - the highest estimation,0.9852,1,1
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_sales_low,MATRIX,Sales - the lowest estimation,0.9852,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_sales_mean,MATRIX,Sales - mean of estimations,0.9852,3,3
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_sales_median,MATRIX,Sales - median of estimations,0.9852,0,0
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_sales_number,MATRIX,Sales - number of estimations,0.9852,320,268
analyst4,anl4_fs_detail_estimates_basic_qf_v4_nd_sales_std,MATRIX,Standard deviation of Sales estimations,0.7069,26,19
analyst4,anl4_fs_detail_lt_v4_nd_estimate,VECTOR,Current estimate value reported by the analyst,0.9834,0,0
analyst4,anl4_fs_detail_lt_v4_nd_previosestimate,VECTOR,Previous estimate value prior to the latest revision,0.9791,0,0
analyst4,anl4_fs_detail_rec_v4_nd_estimate,VECTOR,Recommendation value/rating provided by the broker/analyst,0.9797,7,3
analyst4,anl4_fs_guidance_af_v4_nd_estimate,VECTOR,Point guidance estimate value for the item,0.6811,1,1
analyst4,anl4_fs_guidance_af_v4_nd_maxguidance,VECTOR,Maximum value of the company’s annual guidance range for the item,0.6811,0,0
analyst4,anl4_fs_guidance_af_v4_nd_minguidance,VECTOR,Minimum value of the company’s annual guidance range for the item,0.6811,0,0
analyst4,anl4_fs_guidance_basic_af_v4_nd_estimate,VECTOR,Point estimate for the company’s basic annual financial guidance,0.5694,28,27
analyst4,anl4_fs_guidance_basic_af_v4_nd_maxguidance,VECTOR,Maximum value of the company’s annual guidance range for the item,0.5694,5,5
analyst4,anl4_fs_guidance_basic_af_v4_nd_minguidance,VECTOR,Minimum value of the company’s annual guidance range for the item,0.5694,8,8
analyst4,anl4_fs_guidance_basic_qf_v4_nd_estimate,VECTOR,Point estimate value for the guidance item,0.4688,23,20
analyst4,anl4_fs_guidance_basic_qf_v4_nd_maxguidance,VECTOR,Maximum guidance value for the item,0.4688,5,4
analyst4,anl4_fs_guidance_basic_qf_v4_nd_minguidance,VECTOR,Minimum guidance value for the item,0.4688,9,8
analyst4,anl4_fs_guidance_qf_v4_nd_currency,VECTOR,Currency code in which the guidance is reported,0.4722,2,2
analyst4,anl4_fs_guidance_qf_v4_nd_estimate,VECTOR,Point guidance estimate value,0.4722,5,5
analyst4,anl4_fs_guidance_qf_v4_nd_maxguidance,VECTOR,Maximum value of the guidance range for the item,0.4722,12,11
analyst4,anl4_fs_guidance_qf_v4_nd_minguidance,VECTOR,Minimum value of the guidance range for the item,0.4722,12,10
analyst4,anl4_fs_guidances_advanced_af_nd_bvps_maxguidance,MATRIX,Book value per share - maximum guidance value for the annual period,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_bvps_minguidance,MATRIX,Minimum annual guidance value for Book Value Per Share,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_capex_maxguidance,MATRIX,Maximum guidance value for capital expenditures on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_capex_minguidance,MATRIX,Minimum guidance value for capital expenditures on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_capex_value,MATRIX,Capital expenditures - total guidance value for the annual period,0.3493,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_cff_maxguidance,MATRIX,Maximum annual guidance value for Cash Flow From Financing,1.0,2,1
analyst4,anl4_fs_guidances_advanced_af_nd_cff_minguidance,MATRIX,Minimum annual guidance value for Cash Flow From Financing,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_cfi_maxguidance,MATRIX,Maximum annual guidance value for Cash Flow from Investing,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_cfi_minguidance,MATRIX,Minimum annual guidance value for Cash Flow From Investing,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_cfo_maxguidance,MATRIX,Maximum guidance value for Cash Flow from Operations on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_cfo_minguidance,MATRIX,Minimum guidance value for cash flow from operations on an annual basis,1.0,2,1
analyst4,anl4_fs_guidances_advanced_af_nd_currency,MATRIX,Pricing currency where the security trades for the annual period,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_custom_eps_maxguidance,MATRIX,Maximum guidance value for custom earnings per share on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_custom_eps_minguidance,MATRIX,Customized earnings per share - minimum guidance value for the annual period,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_ebit_maxguidance,MATRIX,Maximum annual guidance value for Earnings Before Interest and Taxes (EBIT),1.0,1,1
analyst4,anl4_fs_guidances_advanced_af_nd_ebit_minguidance,MATRIX,Minimum guidance value for Earnings Before Interest and Taxes (EBIT) on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_ebitda_maxguidance,MATRIX,Maximum guidance value for EBITDA on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_ebitda_minguidance,MATRIX,Minimum annual guidance value for EBITDA,1.0,1,1
analyst4,anl4_fs_guidances_advanced_af_nd_epsa_maxguidance,MATRIX,The maximum guidance value for adjusted earnings per share on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_epsa_minguidance,MATRIX,Minimum guidance value for adjusted earnings per share excluding extraordinary items and stock option expenses on an annual basis,1.0,1,1
analyst4,anl4_fs_guidances_advanced_af_nd_epsr_maxguidance,MATRIX,Maximum guidance value for reported earnings per share (EPSR) for the annual period,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_epsr_minguidance,MATRIX,Reported Earnings per Share minimum guidance value for the annual period,1.0,7,1
analyst4,anl4_fs_guidances_advanced_af_nd_fcf_maxguidance,MATRIX,The maximum guidance value for Free Cash Flow on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_fcf_minguidance,MATRIX,Minimum annual guidance value for Free Cash Flow,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_fcfps_maxguidance,MATRIX,Maximum annual guidance value for Free Cash Flow per Share (FCFPS),1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_fcfps_minguidance,MATRIX,Minimum annual guidance value for Free Cash Flow per Share,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_ffo_maxguidance,MATRIX,Maximum guidance value for Funds from Operations on an annual basis,1.0,1,1
analyst4,anl4_fs_guidances_advanced_af_nd_ffo_minguidance,MATRIX,Minimum annual guidance value for Funds From Operations,1.0,3,3
analyst4,anl4_fs_guidances_advanced_af_nd_ffoa_maxguidance,MATRIX,Adjusted funds from operations - maximum guidance value for the annual period,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_ffoa_minguidance,MATRIX,Adjusted funds from operation - minimum guidance for the annual period,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_grossincome_maxguidance,MATRIX,Maximum guidance value for gross income on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_grossincome_minguidance,MATRIX,Minimum guidance value for Gross Income on an annual basis,1.0,1,1
analyst4,anl4_fs_guidances_advanced_af_nd_netdebt_maxguidance,MATRIX,Maximum annual guidance value for Net Debt on an annual basis,1.0,3,2
analyst4,anl4_fs_guidances_advanced_af_nd_netdebt_minguidance,MATRIX,Minimum annual guidance value for Net Debt,1.0,3,3
analyst4,anl4_fs_guidances_advanced_af_nd_netprofit_maxguidance,MATRIX,The maximum guidance value for net profit on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_netprofit_minguidance,MATRIX,Minimum guidance value for Net Profit on an annual basis,1.0,0,0
analyst4,anl4_fs_guidances_advanced_af_nd_netprofita_maxguidance,MATRIX,Maximum annual guidance value for adjusted net profit,1.0,0,0
